time_h,rf_percent,cum_oil_ml,delta_p_bar
0.018055555555555554,0.7080748674567234,0.42342877073912055,395.7942857142859
0.03611111111111111,1.399043968351734,0.8366282930743368,395.79627633032413
0.05416666666666666,2.073320546062408,1.2398456865453198,395.79672354113256
0.07222222222222222,2.7313078607778016,1.633322100745125,395.79563167009167
0.09027777777777776,3.3733994306738357,2.0172928595429536,395.7930088964733
0.10833333333333332,3.999979267262157,2.3919876018227697,395.78886717682803
0.12638888888888888,4.611422105053365,2.757630418821912,395.7832221201858
0.14444444444444443,5.208093625672059,3.114439988151891,395.7760928199612
0.16249999999999998,5.7903506765576465,3.462629704581473,395.7675016465178
0.18055555555555552,6.358541484381773,3.8024078076603,395.75747400523716
0.1986111111111111,6.91300586330995,4.13397750625935,395.74603806564147
0.21666666666666665,7.454075418232018,4.457537100102747,395.73322446759573
0.2347222222222222,7.982073743082909,4.773280098363579,395.7190660108715
0.25277777777777777,8.497316614372343,5.081395335394661,395.70359733438534
0.2708333333333333,9.000112180039253,5.382067083663473,395.6868545912534
0.28888888888888886,9.490761143743779,5.675475163958779,395.6688751254495
0.3069444444444444,9.969556944707161,5.961795052934882,395.64969715534943
0.32499999999999996,10.436785933207018,6.241197988057796,395.62935946883283
0.3430555555555555,10.892727541832976,6.513851070016119,395.6079011339199
0.36111111111111105,11.337654452605102,6.779917362657851,395.5853612281896
0.37916666666666665,11.771832760055052,7.0395559905129215,395.56177858948683
0.3972222222222222,12.195522130367504,7.292922233959767,395.5371915897102
0.41527777777777775,12.608975956676993,7.5401676220928415,395.51163793279386
0.4333333333333333,13.012441510613106,7.781440023346637,395.48515447738754
0.45138888888888884,13.40616009018461,8.016883733930397,395.4577770841946
0.4694444444444444,13.790367164090975,8.246639564126403,395.42954048746935
0.48749999999999993,14.16529251254759,8.470844922503458,395.40047818978815
0.5055555555555555,14.531160364708924,8.689633898095936,395.37062237891536
0.523611111111111,14.8881895327718,8.903137340597537,395.3400038653485
0.5416666666666666,15.236593542838968,9.111482938617701,395.3086520389764
0.5597222222222221,15.576580762621251,9.314795296047508,395.27659484317934
0.5777777777777777,15.908354526054712,9.513196006580717,395.24385876465794
0.5958333333333333,16.23211325490718,9.706803726434494,395.2104688372711
0.6138888888888888,16.548050577447114,9.895734245313374,395.17644865819665
0.6319444444444444,16.856355444245605,10.08010055565887,395.1418204147872
0.6499999999999999,17.157212241180748,10.260012920226085,395.10660492057366
0.6680555555555555,17.45080089971215,10.435578938027865,395.0708216589591
0.686111111111111,17.737297004491385,10.606903608685847,395.0344888332578
0.7041666666666666,18.016871898372678,10.774089395226861,394.99762342182686
0.7222222222222221,18.289692784886896,10.937236285362362,394.9602412371663
0.7402777777777777,18.555922828239797,11.096441851287398,394.92235698795287
0.7583333333333333,18.81572125089464,11.251801308034995,394.8839843430887
0.7763888888888888,19.069243428797293,11.403407570420782,394.8451359969447
0.7944444444444444,19.316640984300907,11.551351308611942,394.8058237350667
0.8124999999999999,19.558061876845727,11.695721002353743,394.7660584997073
0.8305555555555555,19.7936504914482,11.836602993886025,394.72585045462137
0.848611111111111,20.02354772505242,11.974081539581348,394.68520904864306
0.8666666666666666,20.247891070795404,12.10823886033565,394.6441430776269
0.8847222222222222,20.46681470023672,12.239155190741558,394.60266074439795
0.9027777777777777,20.68044954360161,12.366908827073763,394.56076971641534
0.9208333333333333,20.888923368085592,12.491576174115185,394.5184771809008
0.9388888888888888,21.092360854267294,12.613231790851842,394.47578989723377
0.9569444444444444,21.29088367067541,12.731948435063893,394.4327142464538
0.9749999999999999,21.484610546554176,12.847797106839396,394.3892562777521
0.9930555555555555,21.673657342870992,12.960847091036854,394.3454217518655
1.011111111111111,21.858137121608653,13.071165998721973,394.3012161813205
1.0291666666666666,22.038160213383563,13.17881980760337,394.25664486750225
1.047222222222222,22.21383428343047,13.28387290149142,394.21171293454876
1.0652777777777778,22.385264395993108,13.386388108803878,394.16642536009664
1.0833333333333333,22.552553077159267,13.486426740141242,394.12078700292267
1.1013888888888888,22.715800376177906,13.584048624954388,394.074802627549
1.1194444444444442,22.875103925294965,13.679312147326389,394.02847692589285
1.1375,23.03055899814364,13.772274280889896,393.98181453606355
1.1555555555555554,23.182258566724048,13.862990622900979,393.93482005841497
1.173611111111111,23.330293357006408,13.95151542748983,393.887498068983
1.1916666666666667,23.474751903190906,14.037901638108162,393.83985313044104
1.2097222222222221,23.615720600656797,14.122200919192764,393.79188980072075
1.2277777777777776,23.753283757632282,14.204463687064104,393.74361263944746
1.2458333333333331,23.887523645616216,14.284739140078498,393.6950262123514
1.2638888888888888,24.018520548581677,14.36307528805184,393.6461350938147
1.2819444444444443,24.146352810990855,14.43951898097253,393.5969438677184
1.2999999999999998,24.271096884650046,14.514115937020726,393.5474571267603
1.3180555555555555,24.39282737443267,14.586910769910737,393.497679470404
1.336111111111111,24.51161708289771,14.657947015572832,393.44761550162775
1.3541666666666665,24.627537053830288,14.72726715819051,393.3972698226337
1.372222222222222,24.740656614730327,14.794912655608735,393.346647029677
1.3902777777777777,24.85104341827482,14.860923964128343,393.2957517071661
1.4083333333333332,24.958763482778412,14.925340562701491,393.2445884211847
1.4263888888888887,25.063881231676557,14.98820097654258,393.19316171257384
1.4444444444444442,25.166459532054795,15.049542800168767,393.1414760897089
